"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 14 17:06:55 GMT 2021","Sun Nov 14 17:07:28 GMT 2021","33000","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Navigate with back button in header",""
"passed","Sun Nov 14 17:06:11 GMT 2021","Sun Nov 14 17:06:27 GMT 2021","16332","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Can't log in with incorrect password",""
"skipped","Sun Nov 14 17:09:53 GMT 2021","Sun Nov 14 17:09:53 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","EVM > VLX ERC-20",""
"passed","Sun Nov 14 17:10:05 GMT 2021","Sun Nov 14 17:10:26 GMT 2021","20320","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > > Transactions","","","Transactions list is displayed",""
"skipped","Sun Nov 14 17:09:27 GMT 2021","Sun Nov 14 17:09:27 GMT 2021","0","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions >","","","Send BTC",""
"passed","Sun Nov 14 17:07:53 GMT 2021","Sun Nov 14 17:08:21 GMT 2021","27964","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Enable/Disable testnet",""
"passed","Sun Nov 14 17:07:38 GMT 2021","Sun Nov 14 17:07:53 GMT 2021","15173","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Copy private key",""
"passed","Sun Nov 14 17:05:10 GMT 2021","Sun Nov 14 17:05:23 GMT 2021","13560","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","custom seed phrase",""
"passed","Sun Nov 14 17:08:05 GMT 2021","Sun Nov 14 17:08:26 GMT 2021","20472","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Change language setting",""
"skipped","Sun Nov 14 17:09:53 GMT 2021","Sun Nov 14 17:09:53 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","VLX Legacy > EVM",""
"passed","Sun Nov 14 17:08:21 GMT 2021","Sun Nov 14 17:09:06 GMT 2021","44387","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","VLX Native > VLX Legacy",""
"passed","Sun Nov 14 17:09:53 GMT 2021","Sun Nov 14 17:10:09 GMT 2021","16509","Chrome Stable","src/tests/stable/validation.test.ts","Validation >","","","VLX Native: Show Not Enough Funds error",""
"passed","Sun Nov 14 17:10:27 GMT 2021","Sun Nov 14 17:10:44 GMT 2021","16739","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Switch account",""
"passed","Sun Nov 14 17:06:27 GMT 2021","Sun Nov 14 17:06:50 GMT 2021","23022","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Choose language on sign up >","","","Change language",""
"passed","Sun Nov 14 17:08:26 GMT 2021","Sun Nov 14 17:09:27 GMT 2021","61077","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions >","","","Send VLX native",""
"skipped","Sun Nov 14 17:09:53 GMT 2021","Sun Nov 14 17:09:53 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","EVM > VLX Native",""
"passed","Sun Nov 14 17:07:46 GMT 2021","Sun Nov 14 17:08:05 GMT 2021","19366","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Switch account index",""
"passed","Sun Nov 14 17:06:13 GMT 2021","Sun Nov 14 17:06:32 GMT 2021","19854","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Log in with pin",""
"passed","Sun Nov 14 17:09:27 GMT 2021","Sun Nov 14 17:09:50 GMT 2021","22718","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions >","","","Send ETH",""
"passed","Sun Nov 14 17:05:49 GMT 2021","Sun Nov 14 17:06:13 GMT 2021","23341","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","Can't restore with incorrect 24-word seed phrase",""
"skipped","Sun Nov 14 17:09:53 GMT 2021","Sun Nov 14 17:09:53 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","VLX Legacy > VLX Native",""
"passed","Sun Nov 14 17:10:09 GMT 2021","Sun Nov 14 17:10:27 GMT 2021","17378","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Lock and unlock",""
"passed","Sun Nov 14 17:09:50 GMT 2021","Sun Nov 14 17:10:05 GMT 2021","15813","Chrome Stable","src/tests/stable/validation.test.ts","Validation >","","","VLX Native: Show Invalid Address error",""
"passed","Sun Nov 14 17:10:26 GMT 2021","Sun Nov 14 17:10:46 GMT 2021","20603","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Add and hide litecoin wallet",""
"passed","Sun Nov 14 17:05:38 GMT 2021","Sun Nov 14 17:06:11 GMT 2021","32494","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","12-words seed phrase",""
"passed","Sun Nov 14 17:10:46 GMT 2021","Sun Nov 14 17:11:02 GMT 2021","15243","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Copy wallet address from ""Receive"" page",""
"passed","Sun Nov 14 17:05:23 GMT 2021","Sun Nov 14 17:05:49 GMT 2021","26050","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","24-words seed phrase",""
"passed","Sun Nov 14 17:06:33 GMT 2021","Sun Nov 14 17:07:46 GMT 2021","73303","Chrome Stable","src/tests/stable/balance.test.ts","Balance >","","","Check VLX Legacy, VLX Native, Litecoin and Bitcoin balances",""
"passed","Sun Nov 14 17:07:28 GMT 2021","Sun Nov 14 17:07:38 GMT 2021","10064","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Redirects to support page from menu",""
"passed","Sun Nov 14 17:05:09 GMT 2021","Sun Nov 14 17:05:38 GMT 2021","28808","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Sign up >","","","Create wallet",""
"skipped","Sun Nov 14 17:09:53 GMT 2021","Sun Nov 14 17:09:53 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","EVM > VLX Legacy",""
