"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Nov 24 09:51:53 GMT 2021","Wed Nov 24 09:51:53 GMT 2021","0","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send BTC",""
"passed","Wed Nov 24 09:45:54 GMT 2021","Wed Nov 24 09:46:19 GMT 2021","25277","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Use max",""
"passed","Wed Nov 24 09:44:49 GMT 2021","Wed Nov 24 09:45:20 GMT 2021","30353","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Change language setting",""
"passed","Wed Nov 24 09:44:06 GMT 2021","Wed Nov 24 09:44:22 GMT 2021","16651","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Redirects to support page from menu",""
"skipped","Wed Nov 24 09:59:05 GMT 2021","Wed Nov 24 09:59:05 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","BUSD > BUSD Velas",""
"passed","Wed Nov 24 09:57:49 GMT 2021","Wed Nov 24 09:59:05 GMT 2021","75332","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","USDC > USDC Velas",""
"passed","Wed Nov 24 09:55:17 GMT 2021","Wed Nov 24 09:56:40 GMT 2021","82836","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","ERC-20 > EVM",""
"passed","Wed Nov 24 09:51:51 GMT 2021","Wed Nov 24 09:53:08 GMT 2021","76883","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","USDC Velas > USDC",""
"passed","Wed Nov 24 09:43:09 GMT 2021","Wed Nov 24 09:44:23 GMT 2021","74070","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Navigate with back button in header",""
"passed","Wed Nov 24 09:48:04 GMT 2021","Wed Nov 24 09:48:55 GMT 2021","50251","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Undelegate stake",""
"passed","Wed Nov 24 09:57:07 GMT 2021","Wed Nov 24 09:57:44 GMT 2021","37237","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","WAG on Velas",""
"passed","Wed Nov 24 09:42:26 GMT 2021","Wed Nov 24 09:42:53 GMT 2021","27112","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Choose language on sign up >","","","Change language",""
"passed","Wed Nov 24 09:41:13 GMT 2021","Wed Nov 24 09:41:45 GMT 2021","31548","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","24-words seed phrase",""
"skipped","Wed Nov 24 09:56:40 GMT 2021","Wed Nov 24 09:56:40 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","ETH > ETH Velas",""
"skipped","Wed Nov 24 09:47:12 GMT 2021","Wed Nov 24 09:47:12 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","VLX Legacy > VLX Native",""
"passed","Wed Nov 24 09:55:14 GMT 2021","Wed Nov 24 09:55:51 GMT 2021","37477","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Add and hide litecoin wallet",""
"passed","Wed Nov 24 09:48:22 GMT 2021","Wed Nov 24 09:49:38 GMT 2021","75515","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","EVM > VLX ERC-20",""
"skipped","Wed Nov 24 09:52:52 GMT 2021","Wed Nov 24 09:52:52 GMT 2021","0","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send LTC",""
"passed","Wed Nov 24 09:53:22 GMT 2021","Wed Nov 24 09:53:56 GMT 2021","34030","Chrome Stable","src/tests/stable/validation.test.ts","Validation","","","VLX Native: Show Invalid Address error",""
"skipped","Wed Nov 24 09:56:40 GMT 2021","Wed Nov 24 09:56:40 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","BEP-20 > EVM",""
"skipped","Wed Nov 24 09:47:12 GMT 2021","Wed Nov 24 09:47:12 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","EVM > VLX Legacy",""
"passed","Wed Nov 24 09:46:22 GMT 2021","Wed Nov 24 09:47:12 GMT 2021","49978","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","EVM > VLX Native",""
"passed","Wed Nov 24 09:54:17 GMT 2021","Wed Nov 24 09:55:17 GMT 2021","60605","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","HRC-20 > EVM",""
"passed","Wed Nov 24 09:42:53 GMT 2021","Wed Nov 24 09:43:09 GMT 2021","16131","Chrome Stable","src/tests/stable/links.test.ts","Links","","","Download links are correct",""
"passed","Wed Nov 24 09:42:44 GMT 2021","Wed Nov 24 09:44:06 GMT 2021","81664","Chrome Stable","src/tests/stable/balance.test.ts","Balance","","","Check VLX Legacy, VLX Native, Litecoin and Bitcoin balances",""
"passed","Wed Nov 24 09:51:53 GMT 2021","Wed Nov 24 09:52:52 GMT 2021","59243","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send VLX native",""
"passed","Wed Nov 24 09:40:34 GMT 2021","Wed Nov 24 09:41:24 GMT 2021","49803","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Sign up >","","","Create wallet",""
"passed","Wed Nov 24 09:42:08 GMT 2021","Wed Nov 24 09:42:26 GMT 2021","18608","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Can't log in with incorrect password",""
"passed","Wed Nov 24 09:53:08 GMT 2021","Wed Nov 24 09:54:17 GMT 2021","68949","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","BUSD Velas > BUSD",""
"passed","Wed Nov 24 09:49:38 GMT 2021","Wed Nov 24 09:50:42 GMT 2021","64009","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","EVM > BEP-20",""
"passed","Wed Nov 24 09:50:42 GMT 2021","Wed Nov 24 09:51:51 GMT 2021","69169","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","USDT Velas > USDT",""
"passed","Wed Nov 24 09:49:57 GMT 2021","Wed Nov 24 09:50:45 GMT 2021","48126","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Withdraw stake",""
"passed","Wed Nov 24 09:56:38 GMT 2021","Wed Nov 24 09:57:07 GMT 2021","28290","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Copy wallet address from ""Receive"" page",""
"passed","Wed Nov 24 09:47:12 GMT 2021","Wed Nov 24 09:48:22 GMT 2021","70411","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","EVM > HRC-20",""
"passed","Wed Nov 24 09:42:13 GMT 2021","Wed Nov 24 09:42:44 GMT 2021","30918","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Log in with pin",""
"passed","Wed Nov 24 09:53:56 GMT 2021","Wed Nov 24 09:54:13 GMT 2021","17217","Chrome Stable","src/tests/stable/validation.test.ts","Validation","","","VLX Native: Show Not Enough Funds error",""
"passed","Wed Nov 24 09:50:45 GMT 2021","Wed Nov 24 09:51:20 GMT 2021","35133","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Validators list",""
"skipped","Wed Nov 24 09:50:42 GMT 2021","Wed Nov 24 09:50:42 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","ETH Velas > ETH",""
"skipped","Wed Nov 24 09:47:12 GMT 2021","Wed Nov 24 09:47:12 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","VLX Native > VLX Legacy",""
"passed","Wed Nov 24 09:47:12 GMT 2021","Wed Nov 24 09:48:04 GMT 2021","52696","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Delegate stake",""
"passed","Wed Nov 24 09:55:51 GMT 2021","Wed Nov 24 09:56:23 GMT 2021","32089","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Switch account",""
"passed","Wed Nov 24 09:40:34 GMT 2021","Wed Nov 24 09:41:13 GMT 2021","38971","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","custom seed phrase",""
"passed","Wed Nov 24 09:44:22 GMT 2021","Wed Nov 24 09:44:46 GMT 2021","23682","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Copy private key",""
"passed","Wed Nov 24 09:45:17 GMT 2021","Wed Nov 24 09:45:54 GMT 2021","37165","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Previous run cleanup",""
"skipped","Wed Nov 24 09:47:12 GMT 2021","Wed Nov 24 09:47:12 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","VLX Legacy > EVM",""
"passed","Wed Nov 24 09:48:55 GMT 2021","Wed Nov 24 09:49:57 GMT 2021","62005","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Split stake",""
"passed","Wed Nov 24 09:41:24 GMT 2021","Wed Nov 24 09:42:08 GMT 2021","43820","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","12-words seed phrase",""
"passed","Wed Nov 24 09:56:40 GMT 2021","Wed Nov 24 09:57:49 GMT 2021","69016","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","USDT > USDT Velas",""
"passed","Wed Nov 24 09:56:23 GMT 2021","Wed Nov 24 09:56:38 GMT 2021","15138","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Show QR",""
"passed","Wed Nov 24 09:45:20 GMT 2021","Wed Nov 24 09:46:22 GMT 2021","62161","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","VLX Native > EVM",""
"passed","Wed Nov 24 09:52:52 GMT 2021","Wed Nov 24 09:53:22 GMT 2021","29316","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send ETH",""
"passed","Wed Nov 24 09:58:59 GMT 2021","Wed Nov 24 09:59:22 GMT 2021","22318","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","DAI on Heco",""
"passed","Wed Nov 24 09:44:46 GMT 2021","Wed Nov 24 09:45:17 GMT 2021","31023","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Enable/Disable testnet",""
"passed","Wed Nov 24 09:44:24 GMT 2021","Wed Nov 24 09:44:49 GMT 2021","25639","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Switch account index",""
"passed","Wed Nov 24 09:54:13 GMT 2021","Wed Nov 24 09:54:52 GMT 2021","38866","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Transactions","","","Transactions list is displayed",""
"passed","Wed Nov 24 09:46:19 GMT 2021","Wed Nov 24 09:47:12 GMT 2021","52227","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Create staking account",""
"passed","Wed Nov 24 09:58:25 GMT 2021","Wed Nov 24 09:58:59 GMT 2021","34079","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","DAI on BSC",""
"passed","Wed Nov 24 09:54:52 GMT 2021","Wed Nov 24 09:55:14 GMT 2021","21829","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Lock and unlock",""
"passed","Wed Nov 24 09:57:44 GMT 2021","Wed Nov 24 09:58:25 GMT 2021","41454","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","WEENUS on Ethereum",""
"passed","Wed Nov 24 09:41:45 GMT 2021","Wed Nov 24 09:42:13 GMT 2021","28043","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","Can't restore with incorrect 24-word seed phrase",""
