"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 15 14:34:58 GMT 2021","Mon Nov 15 14:35:18 GMT 2021","19825","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Add and hide litecoin wallet",""
"passed","Mon Nov 15 14:34:05 GMT 2021","Mon Nov 15 14:34:29 GMT 2021","24150","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions >","","","Send ETH",""
"passed","Mon Nov 15 14:35:06 GMT 2021","Mon Nov 15 14:35:21 GMT 2021","15075","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Switch account",""
"skipped","Mon Nov 15 14:34:40 GMT 2021","Mon Nov 15 14:34:40 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","VLX Legacy > EVM",""
"passed","Mon Nov 15 14:35:18 GMT 2021","Mon Nov 15 14:35:27 GMT 2021","8834","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Show QR",""
"passed","Mon Nov 15 14:31:14 GMT 2021","Mon Nov 15 14:31:27 GMT 2021","13326","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Log in with pin",""
"passed","Mon Nov 15 14:32:12 GMT 2021","Mon Nov 15 14:32:21 GMT 2021","9111","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Redirects to support page from menu",""
"passed","Mon Nov 15 14:34:29 GMT 2021","Mon Nov 15 14:34:40 GMT 2021","10307","Chrome Stable","src/tests/stable/validation.test.ts","Validation >","","","VLX Native: Show Invalid Address error",""
"passed","Mon Nov 15 14:32:21 GMT 2021","Mon Nov 15 14:32:30 GMT 2021","9503","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Copy private key",""
"passed","Mon Nov 15 14:32:30 GMT 2021","Mon Nov 15 14:32:42 GMT 2021","11847","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Switch account index",""
"passed","Mon Nov 15 14:30:17 GMT 2021","Mon Nov 15 14:30:34 GMT 2021","16853","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","custom seed phrase",""
