"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 13 18:28:18 GMT 2021","Mon Dec 13 18:28:31 GMT 2021","12826","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Copy private key",""
"passed","Mon Dec 13 18:30:18 GMT 2021","Mon Dec 13 18:31:00 GMT 2021","42291","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Create staking account",""
"passed","Mon Dec 13 18:36:49 GMT 2021","Mon Dec 13 18:37:30 GMT 2021","41987","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","HRC-20 > EVM",""
"passed","Mon Dec 13 18:31:51 GMT 2021","Mon Dec 13 18:32:27 GMT 2021","35782","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Undelegate stake",""
"skipped","Mon Dec 13 18:31:06 GMT 2021","Mon Dec 13 18:31:06 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","EVM > VLX Legacy",""
"passed","Mon Dec 13 18:39:04 GMT 2021","Mon Dec 13 18:39:27 GMT 2021","22494","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","WEENUS on Ethereum",""
"passed","Mon Dec 13 18:28:45 GMT 2021","Mon Dec 13 18:29:17 GMT 2021","31488","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Enable/Disable testnet",""
"skipped","Mon Dec 13 18:34:58 GMT 2021","Mon Dec 13 18:34:58 GMT 2021","0","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send LTC",""
"passed","Mon Dec 13 18:25:30 GMT 2021","Mon Dec 13 18:25:55 GMT 2021","24427","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Sign up >","","","Create wallet",""
"passed","Mon Dec 13 18:26:45 GMT 2021","Mon Dec 13 18:27:56 GMT 2021","71508","Chrome Stable","src/tests/stable/balance.test.ts","Balance","","","Check VLX Legacy, VLX Native, Litecoin and Bitcoin balances",""
"passed","Mon Dec 13 18:38:06 GMT 2021","Mon Dec 13 18:38:17 GMT 2021","10953","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Show QR",""
"passed","Mon Dec 13 18:36:46 GMT 2021","Mon Dec 13 18:37:04 GMT 2021","18349","Chrome Stable","src/tests/stable/validation.test.ts","Validation","","","VLX Native: Show Not Enough Funds error",""
"passed","Mon Dec 13 18:31:06 GMT 2021","Mon Dec 13 18:32:06 GMT 2021","59815","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","EVM > HRC-20",""
"passed","Mon Dec 13 18:34:16 GMT 2021","Mon Dec 13 18:34:58 GMT 2021","41836","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send VLX native",""
"passed","Mon Dec 13 18:33:10 GMT 2021","Mon Dec 13 18:33:54 GMT 2021","44163","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Withdraw stake",""
"passed","Mon Dec 13 18:30:26 GMT 2021","Mon Dec 13 18:31:06 GMT 2021","40240","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","EVM > VLX Native",""
"passed","Mon Dec 13 18:29:54 GMT 2021","Mon Dec 13 18:30:18 GMT 2021","24500","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Use max",""
"passed","Mon Dec 13 18:32:06 GMT 2021","Mon Dec 13 18:33:05 GMT 2021","59175","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","EVM > VLX ERC-20",""
"passed","Mon Dec 13 18:37:23 GMT 2021","Mon Dec 13 18:37:49 GMT 2021","26007","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Add and hide litecoin wallet",""
"passed","Mon Dec 13 18:28:27 GMT 2021","Mon Dec 13 18:28:45 GMT 2021","18343","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Switch account index",""
"passed","Mon Dec 13 18:46:20 GMT 2021","Mon Dec 13 18:47:06 GMT 2021","46195","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","USDT > USDT Velas",""
"passed","Mon Dec 13 18:37:04 GMT 2021","Mon Dec 13 18:37:23 GMT 2021","18819","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Lock and unlock",""
"passed","Mon Dec 13 18:29:35 GMT 2021","Mon Dec 13 18:30:26 GMT 2021","51011","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","VLX Native > EVM",""
"passed","Mon Dec 13 18:33:05 GMT 2021","Mon Dec 13 18:33:55 GMT 2021","50077","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","EVM > BEP-20",""
"passed","Mon Dec 13 18:34:55 GMT 2021","Mon Dec 13 18:35:46 GMT 2021","50724","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","USDC Velas > USDC",""
"passed","Mon Dec 13 18:38:38 GMT 2021","Mon Dec 13 18:39:04 GMT 2021","25980","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","WAG on Velas",""
"passed","Mon Dec 13 18:25:30 GMT 2021","Mon Dec 13 18:25:42 GMT 2021","11987","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","custom seed phrase",""
"passed","Mon Dec 13 18:39:27 GMT 2021","Mon Dec 13 18:39:48 GMT 2021","20956","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","DAI on BSC",""
"skipped","Mon Dec 13 18:33:55 GMT 2021","Mon Dec 13 18:33:55 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","ETH Velas > ETH",""
"passed","Mon Dec 13 18:33:54 GMT 2021","Mon Dec 13 18:34:16 GMT 2021","22254","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Validators list",""
"passed","Mon Dec 13 18:38:17 GMT 2021","Mon Dec 13 18:38:38 GMT 2021","21178","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Copy wallet address from ""Receive"" page",""
"passed","Mon Dec 13 18:36:18 GMT 2021","Mon Dec 13 18:36:46 GMT 2021","27654","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Transactions","","","Transactions list is displayed",""
"passed","Mon Dec 13 18:32:27 GMT 2021","Mon Dec 13 18:33:10 GMT 2021","42545","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Split stake",""
"passed","Mon Dec 13 18:25:55 GMT 2021","Mon Dec 13 18:26:25 GMT 2021","30834","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","12-words seed phrase",""
"skipped","Mon Dec 13 18:31:06 GMT 2021","Mon Dec 13 18:31:06 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","VLX Legacy > VLX Native",""
"passed","Mon Dec 13 18:27:56 GMT 2021","Mon Dec 13 18:28:18 GMT 2021","21194","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Redirects to support page from menu",""
"passed","Mon Dec 13 18:26:58 GMT 2021","Mon Dec 13 18:27:08 GMT 2021","10551","Chrome Stable","src/tests/stable/links.test.ts","Links","","","Download links are correct",""
"skipped","Mon Dec 13 18:34:58 GMT 2021","Mon Dec 13 18:34:58 GMT 2021","0","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send BTC",""
"passed","Mon Dec 13 18:37:30 GMT 2021","Mon Dec 13 18:38:19 GMT 2021","48013","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","ERC-20 > EVM",""
"passed","Mon Dec 13 18:29:17 GMT 2021","Mon Dec 13 18:29:35 GMT 2021","18038","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Change language setting",""
"passed","Mon Dec 13 18:35:32 GMT 2021","Mon Dec 13 18:35:50 GMT 2021","17952","Chrome Stable","src/tests/stable/validation.test.ts","Validation","","","VLX Native: Show Invalid Address error",""
"skipped","Mon Dec 13 18:31:06 GMT 2021","Mon Dec 13 18:31:06 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","VLX Legacy > EVM",""
"passed","Mon Dec 13 18:39:48 GMT 2021","Mon Dec 13 18:40:09 GMT 2021","20962","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","DAI on Heco",""
"passed","Mon Dec 13 18:28:31 GMT 2021","Mon Dec 13 18:29:31 GMT 2021","60849","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Navigate with back button in header",""
"passed","Mon Dec 13 18:25:42 GMT 2021","Mon Dec 13 18:26:07 GMT 2021","25022","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","24-words seed phrase",""
"passed","Mon Dec 13 18:29:31 GMT 2021","Mon Dec 13 18:29:54 GMT 2021","22275","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Previous run cleanup",""
"passed","Mon Dec 13 18:47:06 GMT 2021","Mon Dec 13 18:48:04 GMT 2021","58269","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","USDC > USDC Velas",""
"skipped","Mon Dec 13 18:48:04 GMT 2021","Mon Dec 13 18:48:04 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","BUSD > BUSD Velas",""
"skipped","Mon Dec 13 18:38:19 GMT 2021","Mon Dec 13 18:38:19 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","ETH > ETH Velas",""
