"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 02 14:22:34 GMT 2021","Tue Nov 02 14:23:14 GMT 2021","40232","Chrome Stable","src/tests/unstable/transactions.test.ts","Transactions >","","","Send VLX native",""
"passed","Tue Nov 02 14:19:34 GMT 2021","Tue Nov 02 14:19:57 GMT 2021","23115","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Change language setting",""
"passed","Tue Nov 02 14:18:13 GMT 2021","Tue Nov 02 14:18:24 GMT 2021","10526","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","custom seed phrase",""
"passed","Tue Nov 02 14:20:46 GMT 2021","Tue Nov 02 14:21:08 GMT 2021","21610","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Choose language on sign up >","","","Change language",""
"passed","Tue Nov 02 14:18:53 GMT 2021","Tue Nov 02 14:19:11 GMT 2021","17797","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Switch account index",""
"passed","Tue Nov 02 14:20:29 GMT 2021","Tue Nov 02 14:20:54 GMT 2021","25274","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > > Transactions >","","","Transactions list is displayed",""
"passed","Tue Nov 02 14:23:48 GMT 2021","Tue Nov 02 14:24:13 GMT 2021","24721","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Delegate stake",""
"passed","Tue Nov 02 14:18:36 GMT 2021","Tue Nov 02 14:18:53 GMT 2021","16920","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Copy private key",""
"passed","Tue Nov 02 14:20:54 GMT 2021","Tue Nov 02 14:21:11 GMT 2021","16202","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Lock and unlock",""
"passed","Tue Nov 02 14:19:57 GMT 2021","Tue Nov 02 14:20:14 GMT 2021","16359","Chrome Stable","src/tests/stable/validation.test.ts","Validation >","","","VLX Native: Show Invalid Address error",""
"passed","Tue Nov 02 14:20:03 GMT 2021","Tue Nov 02 14:20:20 GMT 2021","16435","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Log in >","","","Can't log in with incorrect password",""
"passed","Tue Nov 02 14:21:55 GMT 2021","Tue Nov 02 14:22:08 GMT 2021","13312","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Show QR",""
"passed","Tue Nov 02 14:18:56 GMT 2021","Tue Nov 02 14:19:36 GMT 2021","39799","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","12-words seed phrase",""
"skipped","Tue Nov 02 14:23:37 GMT 2021","Tue Nov 02 14:23:48 GMT 2021","10502","Chrome Stable","src/tests/unstable/transactions.test.ts","Transactions >","","","Send LTC",""
"passed","Tue Nov 02 14:21:08 GMT 2021","Tue Nov 02 14:21:59 GMT 2021","50557","Chrome Stable","src/tests/unstable/balance.test.ts","Balance >","","","Check VLX Legacy, VLX Native, Litecoin and Bitcoin balances",""
"passed","Tue Nov 02 14:22:08 GMT 2021","Tue Nov 02 14:22:34 GMT 2021","25481","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Copy wallet address from ""Receive"" page",""
"passed","Tue Nov 02 14:25:13 GMT 2021","Tue Nov 02 14:25:43 GMT 2021","29975","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Withdraw stake",""
"passed","Tue Nov 02 14:20:20 GMT 2021","Tue Nov 02 14:20:46 GMT 2021","26326","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Log in >","","","Log in with pin",""
"passed","Tue Nov 02 14:25:43 GMT 2021","Tue Nov 02 14:25:58 GMT 2021","14371","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Validators list",""
"passed","Tue Nov 02 14:23:10 GMT 2021","Tue Nov 02 14:23:48 GMT 2021","38515","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Create staking account",""
"passed","Tue Nov 02 14:18:22 GMT 2021","Tue Nov 02 14:18:36 GMT 2021","14270","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation >","","","Redirects to support page from menu",""
"passed","Tue Nov 02 14:21:11 GMT 2021","Tue Nov 02 14:21:39 GMT 2021","28009","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Add and hide litecoin wallet",""
"passed","Tue Nov 02 14:24:40 GMT 2021","Tue Nov 02 14:25:13 GMT 2021","33789","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Split stake",""
"passed","Tue Nov 02 14:19:36 GMT 2021","Tue Nov 02 14:20:03 GMT 2021","27480","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","Can't restore with incorrect 24-word seed phrase",""
"passed","Tue Nov 02 14:21:59 GMT 2021","Tue Nov 02 14:22:43 GMT 2021","44212","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Previous run cleanup",""
"passed","Tue Nov 02 14:22:43 GMT 2021","Tue Nov 02 14:23:10 GMT 2021","26832","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Use max",""
"passed","Tue Nov 02 14:20:14 GMT 2021","Tue Nov 02 14:20:29 GMT 2021","15368","Chrome Stable","src/tests/stable/validation.test.ts","Validation >","","","VLX Native: Show Not Enough Funds error",""
"passed","Tue Nov 02 14:19:11 GMT 2021","Tue Nov 02 14:19:34 GMT 2021","23656","Chrome Stable","src/tests/stable/settings.test.ts","Settings >","","","Enable/Disable testnet",""
"passed","Tue Nov 02 14:18:24 GMT 2021","Tue Nov 02 14:18:56 GMT 2021","32109","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Restore with >","","","24-words seed phrase",""
"passed","Tue Nov 02 14:17:34 GMT 2021","Tue Nov 02 14:18:13 GMT 2021","39822","Chrome Stable","src/tests/stable/auth.test.ts","Auth > > Sign up >","","","Create wallet",""
"skipped","Tue Nov 02 14:23:14 GMT 2021","Tue Nov 02 14:23:37 GMT 2021","23290","Chrome Stable","src/tests/unstable/transactions.test.ts","Transactions >","","","Send BTC",""
"passed","Tue Nov 02 14:17:45 GMT 2021","Tue Nov 02 14:18:22 GMT 2021","36340","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation >","","","Navigate with back button in header",""
"passed","Tue Nov 02 14:17:34 GMT 2021","Tue Nov 02 14:17:45 GMT 2021","11379","Chrome Stable","src/tests/stable/links.test.ts","Links >","","","Download links are correct",""
"passed","Tue Nov 02 14:24:13 GMT 2021","Tue Nov 02 14:24:40 GMT 2021","26791","Chrome Stable","src/tests/unstable/staking.test.ts","Staking > > Actions >","","","Undelegate stake",""
"passed","Tue Nov 02 14:21:39 GMT 2021","Tue Nov 02 14:21:55 GMT 2021","16051","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Switch account",""
