"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 29 16:31:00 GMT 2021","Mon Nov 29 16:33:02 GMT 2021","121425","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","USDC > USDC Velas",""
"passed","Mon Nov 29 16:15:30 GMT 2021","Mon Nov 29 16:15:40 GMT 2021","10601","Chrome Stable","src/tests/stable/links.test.ts","Links","","","Download links are correct",""
"passed","Mon Nov 29 16:29:51 GMT 2021","Mon Nov 29 16:31:00 GMT 2021","68855","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","USDT > USDT Velas",""
"passed","Mon Nov 29 16:21:19 GMT 2021","Mon Nov 29 16:22:15 GMT 2021","55922","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Split stake",""
"passed","Mon Nov 29 16:15:02 GMT 2021","Mon Nov 29 16:15:27 GMT 2021","25147","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Log in with pin",""
"passed","Mon Nov 29 16:27:45 GMT 2021","Mon Nov 29 16:28:11 GMT 2021","25645","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Switch account",""
"passed","Mon Nov 29 16:25:53 GMT 2021","Mon Nov 29 16:26:19 GMT 2021","25249","Chrome Stable","src/tests/stable/validation.test.ts","Validation","","","VLX Native: Show Not Enough Funds error",""
"passed","Mon Nov 29 16:30:21 GMT 2021","Mon Nov 29 16:30:51 GMT 2021","29489","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","DAI on BSC",""
"skipped","Mon Nov 29 16:23:33 GMT 2021","Mon Nov 29 16:23:33 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","ETH Velas > ETH",""
"passed","Mon Nov 29 16:25:49 GMT 2021","Mon Nov 29 16:26:48 GMT 2021","58460","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","BUSD Velas > BUSD",""
"skipped","Mon Nov 29 16:29:51 GMT 2021","Mon Nov 29 16:29:51 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","ETH > ETH Velas",""
"passed","Mon Nov 29 16:15:27 GMT 2021","Mon Nov 29 16:16:55 GMT 2021","87747","Chrome Stable","src/tests/stable/balance.test.ts","Balance","","","Check VLX Legacy, VLX Native, Litecoin and Bitcoin balances",""
"skipped","Mon Nov 29 16:33:02 GMT 2021","Mon Nov 29 16:33:02 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","BUSD > BUSD Velas",""
"passed","Mon Nov 29 16:29:16 GMT 2021","Mon Nov 29 16:29:42 GMT 2021","26314","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","WAG on Velas",""
"passed","Mon Nov 29 16:27:47 GMT 2021","Mon Nov 29 16:29:51 GMT 2021","123888","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","ERC-20 > EVM",""
"skipped","Mon Nov 29 16:24:59 GMT 2021","Mon Nov 29 16:24:59 GMT 2021","0","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send LTC",""
"passed","Mon Nov 29 16:26:48 GMT 2021","Mon Nov 29 16:27:47 GMT 2021","59569","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","HRC-20 > EVM",""
"passed","Mon Nov 29 16:14:37 GMT 2021","Mon Nov 29 16:15:02 GMT 2021","25154","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","Can't restore with incorrect 24-word seed phrase",""
"passed","Mon Nov 29 16:17:58 GMT 2021","Mon Nov 29 16:18:35 GMT 2021","37648","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Previous run cleanup",""
"passed","Mon Nov 29 16:22:27 GMT 2021","Mon Nov 29 16:23:33 GMT 2021","66384","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","EVM > BEP-20",""
"skipped","Mon Nov 29 16:20:24 GMT 2021","Mon Nov 29 16:20:24 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","VLX Legacy > EVM",""
"passed","Mon Nov 29 16:18:22 GMT 2021","Mon Nov 29 16:19:23 GMT 2021","61233","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","VLX Native > EVM",""
"passed","Mon Nov 29 16:21:20 GMT 2021","Mon Nov 29 16:22:27 GMT 2021","66102","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","EVM > VLX ERC-20",""
"passed","Mon Nov 29 16:20:24 GMT 2021","Mon Nov 29 16:21:20 GMT 2021","55995","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","EVM > HRC-20",""
