"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 05 16:16:06 GMT 2022","Wed Jan 05 16:16:34 GMT 2022","27884","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","Can't restore with incorrect 24-word seed phrase",""
"skipped","Wed Jan 05 16:33:23 GMT 2022","Wed Jan 05 16:33:23 GMT 2022","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","ETH > ETH Velas",""
"passed","Wed Jan 05 16:18:39 GMT 2022","Wed Jan 05 16:19:07 GMT 2022","28738","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Copy private key",""
"passed","Wed Jan 05 16:17:30 GMT 2022","Wed Jan 05 16:18:38 GMT 2022","67719","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Navigate with back button in header",""
"passed","Wed Jan 05 16:22:03 GMT 2022","Wed Jan 05 16:23:03 GMT 2022","59202","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Delegate stake",""
"skipped","Wed Jan 05 16:33:23 GMT 2022","Wed Jan 05 16:33:23 GMT 2022","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","BEP-20 > EVM",""
"passed","Wed Jan 05 16:27:31 GMT 2022","Wed Jan 05 16:28:26 GMT 2022","55665","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send ETH Legacy",""
"passed","Wed Jan 05 16:33:18 GMT 2022","Wed Jan 05 16:34:00 GMT 2022","41264","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","DAI on Heco",""
"passed","Wed Jan 05 16:15:49 GMT 2022","Wed Jan 05 16:16:31 GMT 2022","41702","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","12-words seed phrase",""
"passed","Wed Jan 05 16:25:39 GMT 2022","Wed Jan 05 16:27:09 GMT 2022","90147","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","USDT Velas > USDT",""
"passed","Wed Jan 05 16:20:08 GMT 2022","Wed Jan 05 16:21:06 GMT 2022","58156","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","VLX Native > EVM",""
"passed","Wed Jan 05 16:15:05 GMT 2022","Wed Jan 05 16:15:49 GMT 2022","44177","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Sign up >","","","Create wallet",""
"passed","Wed Jan 05 16:29:52 GMT 2022","Wed Jan 05 16:30:09 GMT 2022","16650","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Lock and unlock",""
"passed","Wed Jan 05 16:15:05 GMT 2022","Wed Jan 05 16:15:36 GMT 2022","30922","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","custom seed phrase",""
"passed","Wed Jan 05 16:28:44 GMT 2022","Wed Jan 05 16:29:15 GMT 2022","30086","Chrome Stable","src/tests/stable/validation.test.ts","Validation","","","VLX Native: Show Not Enough Funds error",""
"passed","Wed Jan 05 16:28:26 GMT 2022","Wed Jan 05 16:28:44 GMT 2022","18269","Chrome Stable","src/tests/stable/validation.test.ts","Validation","","","VLX Native: Show Invalid Address error",""
"passed","Wed Jan 05 16:31:28 GMT 2022","Wed Jan 05 16:31:52 GMT 2022","23896","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Copy wallet address from ""Receive"" page",""
"skipped","Wed Jan 05 16:34:57 GMT 2022","Wed Jan 05 16:34:57 GMT 2022","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","BUSD > BUSD Velas",""
"passed","Wed Jan 05 16:23:03 GMT 2022","Wed Jan 05 16:24:01 GMT 2022","58645","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Undelegate stake",""
"passed","Wed Jan 05 16:31:04 GMT 2022","Wed Jan 05 16:31:28 GMT 2022","24741","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Show QR",""
"passed","Wed Jan 05 16:16:52 GMT 2022","Wed Jan 05 16:17:17 GMT 2022","25007","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Choose language on sign up >","","","Change language",""
"passed","Wed Jan 05 16:21:59 GMT 2022","Wed Jan 05 16:23:09 GMT 2022","70202","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","EVM > HRC-20",""
"passed","Wed Jan 05 16:31:52 GMT 2022","Wed Jan 05 16:32:29 GMT 2022","36402","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","WAG on Velas",""
"skipped","Wed Jan 05 16:25:39 GMT 2022","Wed Jan 05 16:25:39 GMT 2022","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","ETH Velas > ETH",""
"passed","Wed Jan 05 16:32:38 GMT 2022","Wed Jan 05 16:33:18 GMT 2022","40012","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","DAI on BSC",""
"passed","Wed Jan 05 16:16:34 GMT 2022","Wed Jan 05 16:17:01 GMT 2022","26958","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Log in with pin",""
"passed","Wed Jan 05 16:34:18 GMT 2022","Wed Jan 05 16:34:57 GMT 2022","39193","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","USDC > USDC Velas",""
"passed","Wed Jan 05 16:18:20 GMT 2022","Wed Jan 05 16:18:39 GMT 2022","18863","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Redirects to support page from menu",""
"passed","Wed Jan 05 16:15:36 GMT 2022","Wed Jan 05 16:16:06 GMT 2022","30193","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","24-words seed phrase",""
"passed","Wed Jan 05 16:30:09 GMT 2022","Wed Jan 05 16:30:46 GMT 2022","37587","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Add and hide litecoin wallet",""
"passed","Wed Jan 05 16:29:15 GMT 2022","Wed Jan 05 16:29:52 GMT 2022","37320","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Transactions","","","Transactions list is displayed",""
"passed","Wed Jan 05 16:25:05 GMT 2022","Wed Jan 05 16:26:04 GMT 2022","58866","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Withdraw stake",""
"skipped","Wed Jan 05 16:21:59 GMT 2022","Wed Jan 05 16:21:59 GMT 2022","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","VLX Legacy > VLX Native",""
"skipped","Wed Jan 05 16:21:59 GMT 2022","Wed Jan 05 16:21:59 GMT 2022","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > In Velas network: ","","","EVM > VLX Legacy",""
"passed","Wed Jan 05 16:20:43 GMT 2022","Wed Jan 05 16:21:03 GMT 2022","19269","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Use max",""
"passed","Wed Jan 05 16:30:06 GMT 2022","Wed Jan 05 16:31:05 GMT 2022","59238","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","HRC-20 > EVM",""
"passed","Wed Jan 05 16:26:04 GMT 2022","Wed Jan 05 16:26:36 GMT 2022","32868","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Validators list",""
"passed","Wed Jan 05 16:20:03 GMT 2022","Wed Jan 05 16:20:43 GMT 2022","40694","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Previous run cleanup",""
"passed","Wed Jan 05 16:16:31 GMT 2022","Wed Jan 05 16:16:52 GMT 2022","21795","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Can't log in with incorrect password",""
"passed","Wed Jan 05 16:19:36 GMT 2022","Wed Jan 05 16:20:08 GMT 2022","31397","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Change language setting",""
"passed","Wed Jan 05 16:28:43 GMT 2022","Wed Jan 05 16:30:06 GMT 2022","82745","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","BUSD Velas > BUSD",""
"passed","Wed Jan 05 16:30:46 GMT 2022","Wed Jan 05 16:31:04 GMT 2022","17521","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Switch account",""
"failed","Wed Jan 05 16:18:38 GMT 2022","Wed Jan 05 16:19:35 GMT 2022","57427","Chrome Stable","src/tests/stable/balance.test.ts","Balance","","","Check VLX Legacy, VLX Native, Litecoin and Bitcoin balances",""
"passed","Wed Jan 05 16:21:03 GMT 2022","Wed Jan 05 16:22:03 GMT 2022","60690","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Create staking account",""
"passed","Wed Jan 05 16:24:29 GMT 2022","Wed Jan 05 16:25:39 GMT 2022","69811","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","EVM > BEP-20",""
"passed","Wed Jan 05 16:33:23 GMT 2022","Wed Jan 05 16:34:18 GMT 2022","55571","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > To Velas network","","","USDT > USDT Velas",""
"passed","Wed Jan 05 16:24:01 GMT 2022","Wed Jan 05 16:25:05 GMT 2022","63418","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Split stake",""
"skipped","Wed Jan 05 16:27:31 GMT 2022","Wed Jan 05 16:27:31 GMT 2022","0","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send BTC",""
"passed","Wed Jan 05 16:26:36 GMT 2022","Wed Jan 05 16:27:31 GMT 2022","54061","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send VLX native",""
"passed","Wed Jan 05 16:23:09 GMT 2022","Wed Jan 05 16:24:29 GMT 2022","79534","Chrome Stable","src/tests/stable/swap.test.ts","Swap:  > From Velas network: ","","","EVM > VLX ERC-20",""
"passed","Wed Jan 05 16:32:00 GMT 2022","Wed Jan 05 16:32:38 GMT 2022","38224","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","WEENUS on Ethereum",""
