"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 08 11:01:55 GMT 2021","Mon Nov 08 11:02:19 GMT 2021","24134","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","24-words seed phrase",""
"passed","Mon Nov 08 11:04:53 GMT 2021","Mon Nov 08 11:05:42 GMT 2021","49218","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions >","","","Send VLX native",""
"passed","Mon Nov 08 11:04:47 GMT 2021","Mon Nov 08 11:05:29 GMT 2021","42073","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","VLX Native > VLX Legacy",""
"passed","Mon Nov 08 11:04:04 GMT 2021","Mon Nov 08 11:04:23 GMT 2021","18347","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Copy private key",""
"passed","Mon Nov 08 11:03:01 GMT 2021","Mon Nov 08 11:04:08 GMT 2021","66668","Chrome Stable","src/tests/stable/balance.test.ts","Balance >","","","Check VLX Legacy, VLX Native, Litecoin and Bitcoin balances",""
"skipped","Mon Nov 08 11:05:42 GMT 2021","Mon Nov 08 11:05:42 GMT 2021","0","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions >","","","Send LTC",""
"passed","Mon Nov 08 11:04:23 GMT 2021","Mon Nov 08 11:04:47 GMT 2021","24162","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Enable/Disable testnet",""
"skipped","Mon Nov 08 11:06:03 GMT 2021","Mon Nov 08 11:06:03 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","EVM > VLX ERC-20",""
"passed","Mon Nov 08 11:06:03 GMT 2021","Mon Nov 08 11:06:19 GMT 2021","15567","Chrome Stable","src/tests/stable/validation.test.ts","Validation >","","","VLX Native: Show Invalid Address error",""
"passed","Mon Nov 08 11:01:32 GMT 2021","Mon Nov 08 11:02:05 GMT 2021","32586","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Sign up >","","","Create wallet",""
"passed","Mon Nov 08 11:02:49 GMT 2021","Mon Nov 08 11:03:08 GMT 2021","18859","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Choose language on sign up >","","","Change language",""
"passed","Mon Nov 08 11:06:37 GMT 2021","Mon Nov 08 11:06:58 GMT 2021","20348","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Add and hide litecoin wallet",""
"skipped","Mon Nov 08 11:06:03 GMT 2021","Mon Nov 08 11:06:03 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","EVM > VLX Native",""
"passed","Mon Nov 08 11:07:00 GMT 2021","Mon Nov 08 11:07:17 GMT 2021","16796","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Copy wallet address from ""Receive"" page",""
"passed","Mon Nov 08 11:03:08 GMT 2021","Mon Nov 08 11:03:19 GMT 2021","11037","Chrome Stable","src/tests/stable/links.test.ts","Links","","","Download links are correct",""
"passed","Mon Nov 08 11:05:42 GMT 2021","Mon Nov 08 11:06:03 GMT 2021","20797","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions >","","","Send ETH",""
"passed","Mon Nov 08 11:06:03 GMT 2021","Mon Nov 08 11:06:19 GMT 2021","16065","Chrome Stable","src/tests/stable/validation.test.ts","Validation >","","","VLX Native: Show Not Enough Funds error",""
"passed","Mon Nov 08 11:02:19 GMT 2021","Mon Nov 08 11:02:40 GMT 2021","21359","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","Can't restore with incorrect 24-word seed phrase",""
"skipped","Mon Nov 08 11:06:03 GMT 2021","Mon Nov 08 11:06:03 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","VLX Legacy > VLX Native",""
"passed","Mon Nov 08 11:01:32 GMT 2021","Mon Nov 08 11:01:55 GMT 2021","22167","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","custom seed phrase",""
"passed","Mon Nov 08 11:06:19 GMT 2021","Mon Nov 08 11:06:42 GMT 2021","23295","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > > Transactions","","","Transactions list is displayed",""
"skipped","Mon Nov 08 11:06:03 GMT 2021","Mon Nov 08 11:06:03 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","EVM > VLX Legacy",""
"passed","Mon Nov 08 11:06:42 GMT 2021","Mon Nov 08 11:07:00 GMT 2021","18047","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Switch account",""
"passed","Mon Nov 08 11:02:05 GMT 2021","Mon Nov 08 11:02:37 GMT 2021","31743","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","12-words seed phrase",""
"passed","Mon Nov 08 11:02:37 GMT 2021","Mon Nov 08 11:02:49 GMT 2021","12812","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Can't log in with incorrect password",""
"passed","Mon Nov 08 11:06:19 GMT 2021","Mon Nov 08 11:06:37 GMT 2021","18038","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Lock and unlock",""
"skipped","Mon Nov 08 11:05:42 GMT 2021","Mon Nov 08 11:05:42 GMT 2021","0","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions >","","","Send BTC",""
"passed","Mon Nov 08 11:04:28 GMT 2021","Mon Nov 08 11:04:53 GMT 2021","24880","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Change language setting",""
"passed","Mon Nov 08 11:05:29 GMT 2021","Mon Nov 08 11:06:03 GMT 2021","34256","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","VLX Native > EVM",""
"passed","Mon Nov 08 11:02:40 GMT 2021","Mon Nov 08 11:03:01 GMT 2021","20831","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Log in with pin",""
"passed","Mon Nov 08 11:03:19 GMT 2021","Mon Nov 08 11:03:54 GMT 2021","34478","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Navigate with back button in header",""
"passed","Mon Nov 08 11:04:08 GMT 2021","Mon Nov 08 11:04:28 GMT 2021","20470","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Switch account index",""
"passed","Mon Nov 08 11:06:58 GMT 2021","Mon Nov 08 11:07:11 GMT 2021","13687","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Show QR",""
"passed","Mon Nov 08 11:03:54 GMT 2021","Mon Nov 08 11:04:04 GMT 2021","10527","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Redirects to support page from menu",""
"skipped","Mon Nov 08 11:06:03 GMT 2021","Mon Nov 08 11:06:03 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","VLX Legacy > EVM",""
