"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jan 11 14:48:01 GMT 2022","Tue Jan 11 14:48:01 GMT 2022","0","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Change language setting",""
"skipped","Tue Jan 11 14:48:01 GMT 2022","Tue Jan 11 14:48:01 GMT 2022","0","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Use max",""
"skipped","Tue Jan 11 14:48:01 GMT 2022","Tue Jan 11 14:48:01 GMT 2022","0","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Switch account",""
"skipped","Tue Jan 11 14:48:01 GMT 2022","Tue Jan 11 14:48:01 GMT 2022","0","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Switch account index",""
"failed","Tue Jan 11 14:48:05 GMT 2022","Tue Jan 11 14:48:06 GMT 2022","907","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Sign up >","","","Create wallet",""
"skipped","Tue Jan 11 14:48:01 GMT 2022","Tue Jan 11 14:48:01 GMT 2022","0","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","DAI on BSC",""
"skipped","Tue Jan 11 14:48:01 GMT 2022","Tue Jan 11 14:48:01 GMT 2022","0","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Copy private key",""
"skipped","Tue Jan 11 14:48:01 GMT 2022","Tue Jan 11 14:48:01 GMT 2022","0","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Undelegate stake",""
"skipped","Tue Jan 11 14:48:01 GMT 2022","Tue Jan 11 14:48:01 GMT 2022","0","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Create staking account",""
"skipped","Tue Jan 11 14:48:01 GMT 2022","Tue Jan 11 14:48:01 GMT 2022","0","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Log in with pin",""
"skipped","Tue Jan 11 14:48:01 GMT 2022","Tue Jan 11 14:48:01 GMT 2022","0","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Navigate with back button in header",""
"skipped","Tue Jan 11 14:48:01 GMT 2022","Tue Jan 11 14:48:01 GMT 2022","0","Chrome Stable","src/tests/stable/links.test.ts","Links","","","Download links are correct",""
