"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 18 13:39:19 GMT 2022","Tue Jan 18 13:40:03 GMT 2022","43813","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send VLX native",""
"passed","Tue Jan 18 13:41:32 GMT 2022","Tue Jan 18 13:41:54 GMT 2022","21540","Chrome Stable","src/tests/stable/validation.test.ts","Validation","","","VLX Native: Show Invalid Address error",""
"passed","Tue Jan 18 13:36:57 GMT 2022","Tue Jan 18 13:37:23 GMT 2022","26006","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Redirects to support page from menu",""
"passed","Tue Jan 18 13:43:15 GMT 2022","Tue Jan 18 13:43:37 GMT 2022","21483","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","WEENUS on Ethereum",""
"passed","Tue Jan 18 13:39:54 GMT 2022","Tue Jan 18 13:40:27 GMT 2022","33300","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Delegate stake",""
"passed","Tue Jan 18 13:41:54 GMT 2022","Tue Jan 18 13:42:11 GMT 2022","16927","Chrome Stable","src/tests/stable/validation.test.ts","Validation","","","VLX Native: Show Not Enough Funds error",""
"passed","Tue Jan 18 13:36:15 GMT 2022","Tue Jan 18 13:36:21 GMT 2022","5785","Chrome Stable","src/tests/stable/links.test.ts","Links","","","Download links are correct",""
"passed","Tue Jan 18 13:35:00 GMT 2022","Tue Jan 18 13:35:24 GMT 2022","24188","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","24-words seed phrase",""
"skipped","Tue Jan 18 13:40:03 GMT 2022","Tue Jan 18 13:40:03 GMT 2022","0","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send LTC",""
"passed","Tue Jan 18 13:42:57 GMT 2022","Tue Jan 18 13:43:11 GMT 2022","13932","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Show QR",""
"passed","Tue Jan 18 13:37:23 GMT 2022","Tue Jan 18 13:37:35 GMT 2022","11729","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Copy private key",""
"passed","Tue Jan 18 13:39:16 GMT 2022","Tue Jan 18 13:39:54 GMT 2022","37869","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Create staking account",""
"passed","Tue Jan 18 13:35:42 GMT 2022","Tue Jan 18 13:35:58 GMT 2022","15306","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Can't log in with incorrect password",""
"passed","Tue Jan 18 13:40:03 GMT 2022","Tue Jan 18 13:41:32 GMT 2022","89299","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions","","","Send ETH Legacy",""
"passed","Tue Jan 18 13:35:12 GMT 2022","Tue Jan 18 13:35:42 GMT 2022","29978","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","12-words seed phrase",""
"passed","Tue Jan 18 13:39:01 GMT 2022","Tue Jan 18 13:39:16 GMT 2022","15218","Chrome Stable","src/tests/stable/staking.test.ts","Staking > Actions >","","","Use max",""
"passed","Tue Jan 18 13:42:26 GMT 2022","Tue Jan 18 13:42:40 GMT 2022","13772","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen >  > ","","","Lock and unlock",""
"passed","Tue Jan 18 13:37:35 GMT 2022","Tue Jan 18 13:37:52 GMT 2022","17125","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Switch account index",""
"passed","Tue Jan 18 13:43:11 GMT 2022","Tue Jan 18 13:43:32 GMT 2022","20591","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > Add custom tokens: ","","","WAG on Velas",""
