"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Nov 14 17:00:22 GMT 2021","Sun Nov 14 17:00:22 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","EVM > VLX Legacy",""
"passed","Sun Nov 14 17:01:45 GMT 2021","Sun Nov 14 17:02:02 GMT 2021","16745","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Copy wallet address from ""Receive"" page",""
"passed","Sun Nov 14 16:58:55 GMT 2021","Sun Nov 14 16:59:45 GMT 2021","50706","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","VLX Native > VLX Legacy",""
"passed","Sun Nov 14 16:56:45 GMT 2021","Sun Nov 14 16:57:01 GMT 2021","15736","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Can't log in with incorrect password",""
"skipped","Sun Nov 14 17:00:12 GMT 2021","Sun Nov 14 17:00:12 GMT 2021","0","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions >","","","Send BTC",""
"passed","Sun Nov 14 17:00:12 GMT 2021","Sun Nov 14 17:00:53 GMT 2021","40427","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions >","","","Send VLX native",""
"passed","Sun Nov 14 17:00:47 GMT 2021","Sun Nov 14 17:01:01 GMT 2021","13063","Chrome Stable","src/tests/stable/validation.test.ts","Validation >","","","VLX Native: Show Invalid Address error",""
"skipped","Sun Nov 14 17:00:22 GMT 2021","Sun Nov 14 17:00:22 GMT 2021","0","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions >","","","Send LTC",""
"passed","Sun Nov 14 16:56:47 GMT 2021","Sun Nov 14 16:57:05 GMT 2021","18231","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Log in >","","","Log in with pin",""
"passed","Sun Nov 14 16:55:38 GMT 2021","Sun Nov 14 16:56:03 GMT 2021","25048","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","custom seed phrase",""
"skipped","Sun Nov 14 17:00:22 GMT 2021","Sun Nov 14 17:00:22 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","EVM > VLX Native",""
"passed","Sun Nov 14 16:57:20 GMT 2021","Sun Nov 14 16:57:27 GMT 2021","7172","Chrome Stable","src/tests/stable/links.test.ts","Links","","","Download links are correct",""
"passed","Sun Nov 14 17:00:53 GMT 2021","Sun Nov 14 17:01:09 GMT 2021","15976","Chrome Stable","src/tests/stable/validation.test.ts","Validation >","","","VLX Native: Show Not Enough Funds error",""
"passed","Sun Nov 14 16:57:01 GMT 2021","Sun Nov 14 16:57:20 GMT 2021","19672","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Choose language on sign up >","","","Change language",""
"passed","Sun Nov 14 16:58:34 GMT 2021","Sun Nov 14 16:58:55 GMT 2021","21453","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Change language setting",""
"passed","Sun Nov 14 16:56:26 GMT 2021","Sun Nov 14 16:56:47 GMT 2021","20862","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","Can't restore with incorrect 24-word seed phrase",""
"passed","Sun Nov 14 16:58:08 GMT 2021","Sun Nov 14 16:58:20 GMT 2021","11732","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Copy private key",""
"skipped","Sun Nov 14 17:00:22 GMT 2021","Sun Nov 14 17:00:22 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","EVM > VLX ERC-20",""
"passed","Sun Nov 14 16:59:45 GMT 2021","Sun Nov 14 17:00:22 GMT 2021","37005","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","VLX Native > EVM",""
"passed","Sun Nov 14 16:57:59 GMT 2021","Sun Nov 14 16:58:08 GMT 2021","9179","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Redirects to support page from menu",""
"passed","Sun Nov 14 17:01:24 GMT 2021","Sun Nov 14 17:01:45 GMT 2021","20705","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Add and hide litecoin wallet",""
"passed","Sun Nov 14 17:01:01 GMT 2021","Sun Nov 14 17:01:24 GMT 2021","23550","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > > Transactions","","","Transactions list is displayed",""
"skipped","Sun Nov 14 17:00:22 GMT 2021","Sun Nov 14 17:00:22 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","VLX Legacy > VLX Native",""
"passed","Sun Nov 14 17:00:22 GMT 2021","Sun Nov 14 17:00:47 GMT 2021","25205","Chrome Stable","src/tests/stable/transactions.test.ts","Transactions >","","","Send ETH",""
"passed","Sun Nov 14 16:55:38 GMT 2021","Sun Nov 14 16:56:14 GMT 2021","36378","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Sign up >","","","Create wallet",""
"skipped","Sun Nov 14 17:00:22 GMT 2021","Sun Nov 14 17:00:22 GMT 2021","0","Chrome Stable","src/tests/stable/swap.test.ts","Swap: ","","","VLX Legacy > EVM",""
"passed","Sun Nov 14 16:56:14 GMT 2021","Sun Nov 14 16:56:45 GMT 2021","30751","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","12-words seed phrase",""
"passed","Sun Nov 14 16:57:27 GMT 2021","Sun Nov 14 16:57:59 GMT 2021","31210","Chrome Stable","src/tests/stable/navigation.test.ts","Navigation","","","Navigate with back button in header",""
"passed","Sun Nov 14 17:01:26 GMT 2021","Sun Nov 14 17:01:43 GMT 2021","16916","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Switch account",""
"passed","Sun Nov 14 16:58:33 GMT 2021","Sun Nov 14 16:58:54 GMT 2021","21962","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Enable/Disable testnet",""
"passed","Sun Nov 14 16:58:20 GMT 2021","Sun Nov 14 16:58:34 GMT 2021","14165","Chrome Stable","src/tests/stable/settings.test.ts","Settings","","","Switch account index",""
"passed","Sun Nov 14 17:01:09 GMT 2021","Sun Nov 14 17:01:26 GMT 2021","17026","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Lock and unlock",""
"passed","Sun Nov 14 17:01:43 GMT 2021","Sun Nov 14 17:01:55 GMT 2021","12402","Chrome Stable","src/tests/stable/wallets.test.ts","Wallets screen > >  > ","","","Show QR",""
"passed","Sun Nov 14 16:57:05 GMT 2021","Sun Nov 14 16:58:33 GMT 2021","87390","Chrome Stable","src/tests/stable/balance.test.ts","Balance >","","","Check VLX Legacy, VLX Native, Litecoin and Bitcoin balances",""
"passed","Sun Nov 14 16:56:03 GMT 2021","Sun Nov 14 16:56:26 GMT 2021","22754","Chrome Stable","src/tests/stable/auth.test.ts","Auth > Restore with >","","","24-words seed phrase",""
